ID,Name,Log_Name,Subtitle,Long_Subtitle,Average_User_Rating,User_Rating_Count,Price,Age_Rating,Languages,Cant_Language,sn_english,Size,MB_Size,Primary_Genre,genero_1,genero_2,genero_3,Current_Version_Release_Date,,Meses_Publicada
749488884,Element  RTS,2,Realtime Strategy Space Game,4,4.5,201,4.99,9,ZH- NL- EN- FR- DE- ID- IT- JA- KO- NB- PL- PT- RU- ZH- ES- SV- TH- ZH- TR,19,1,145458176,145,Games, Action, Strategy,NA,10/12/2018,30/11/2019,12
764913765,Ride Along  Platform Dash,4,,0,0,0,0,4,EN,1,1,33672192,34,Games, Strategy, Entertainment, Casual,06/02/2017,30/11/2019,34
775766819,Cell Phone Defense Free,4,,0,0,0,0,4,EN- ZH- ES- ZH,4,1,21012480,21,Games, Strategy, Board, Lifestyle,20/06/2016,30/11/2019,42
775784357,Dominionizer Crazy Free,3,,0,0,0,0,4,EN- ZH- ZH,3,1,11235328,11,Games, Card, Lifestyle, Strategy,20/06/2016,30/11/2019,42
778604970,Angry Nine Men Morris Free,5,,0,0,0,0,4,EN,1,1,8830976,9,Games, Puzzle, Strategy, Lifestyle,20/06/2016,30/11/2019,42
782257791,Box Game,2,,0,0,0,0,4,EN,1,1,22060032,22,Games, Strategy, Puzzle, Education,26/05/2016,30/11/2019,43
782925823,Baby Lion Jungle Hop,4,,0,0,0,0,4,AR- CA- CS- DA- NL- EN- FI- FR- DE- EL- HE- HU- ID- IT- JA- KO- MS- NB- PL- PT- RO- RU- ZH- SK- ES- SV- TH- ZH- TR- VI,30,1,11099136,11,Games, Strategy, Simulation,NA,09/04/2016,30/11/2019,44
786329111,Moguus Nest,2,,0,0,0,0.99,9,EN- JA,2,1,115228672,115,Games, Strategy, Board,NA,06/07/2016,30/11/2019,41
787898884,Dr Reversi,2,,0,0,0,0,4,ZH- EN- JA- KO- ZH,5,1,18947072,19,Games, Strategy, Board, Entertainment,29/03/2018,30/11/2019,20
789870075,Viking Clan,2,MMO Fantasy PvP Strategy Game,5,5,173,0,9,EN,1,1,45649920,46,Games, Strategy, Role Playing, Social Networking,26/07/2019,30/11/2019,4
821396522,Solitaire Classic Free HD,4,,0,0,0,0,4,EN,1,1,44122112,44,Games, Social Networking, Strategy, Card,14/05/2016,30/11/2019,43
824498578,Super Muffin,2,,0,0,0,0,4,EN,1,1,1490944,1,Games, Casual, Strategy,NA,19/01/2016,30/11/2019,47
825276142,Mini Warriors Three Kingdoms,4,1000 vs 1000 battleground,4,4,84,0,9,EN- ZH- ZH,3,1,642767872,643,Games, Entertainment, Role Playing, Strategy,11/07/2019,30/11/2019,5
828410902,Battle for the Galaxy War Game,6,Best RealTime Online Strategy,4,4,208,0,12,DA- NL- EN- FI- FR- DE- EL- ID- IT- JA- KO- MS- NB- PT- RU- ZH- ES- SV- TH- ZH- TR- VI,22,1,126545920,127,Games, Strategy, Entertainment, Action,18/07/2019,30/11/2019,5
834388315,Solitaire,1,Klondike- Solitaire- Patience,3,4.5,250,0,4,EN,1,1,44311552,44,Games, Card, Strategy, Travel,18/01/2019,30/11/2019,11
836947621,SolvoKu,1,play- solve- generate sudoku,4,0,0,0,4,EN- FR,2,1,25809920,26,Games, Puzzle, Strategy, Entertainment,13/05/2019,30/11/2019,7
838206955,SOPROMAT,1,,0,0,0,0,9,EN- RU,2,1,128823296,129,Games, Strategy, Simulation,NA,28/03/2019,30/11/2019,8
849893589,ExoGears2 Robots Combat Arena,4,Mech Online PVP Battle,4,4,45,0,9,EN,1,1,320829440,321,Games, Action, Strategy,NA,14/02/2018,30/11/2019,22
851711277,Sonny,1,F2P Turnbased Zombie RPG,4,4.5,1204,0,12,EN,1,1,1308950528,1309,Games, Strategy, Role Playing,NA,16/11/2017,30/11/2019,25
853680597,Art Of War 3RTS Strategy Game,6,PvP- coop realtime battles,4,5,1765,0,12,EN,1,1,317263872,317,Games, Board, Strategy,NA,26/07/2019,30/11/2019,4
855218411,Guilds & Heroes,3,,0,5,865,0,9,EN- FR- DE- IT- JA- KO- PT- RU- ZH- ES,10,1,91089920,91,Games, Role Playing, Strategy, Entertainment,05/12/2017,30/11/2019,24
859148736,EMERGENCY HQ,2,Save lives- be a hero,5,4.5,3528,0,12,EN,1,1,2124804096,2125,Games, Simulation, Entertainment, Strategy,26/07/2019,30/11/2019,4
863067072,RobotVSAlien,1,,0,0,0,0,12,EN,1,1,57128960,57,Games, Strategy, Simulation, Entertainment,11/09/2016,30/11/2019,39
875589196,HD Poker Texas Holdem,4,New High Def Poker Experience,5,4.5,1242,0,12,EN,1,1,98791424,99,Games, Card, Strategy, Entertainment,31/07/2019,30/11/2019,4
878922917,Warship Hunter,2,WWII Navy Battle Shoot Game,5,2.5,51,0,12,EN- JA- ZH- ZH,4,1,1279717376,1280,Games, Strategy, Action,NA,12/06/2019,30/11/2019,6
882446255,War of Balls,3,,0,0,0,0,4,EN- ZH,2,1,142532608,143,Games, Strategy, Entertainment, Puzzle,04/01/2016,30/11/2019,48
883660645,CITADELS War Game Strategy,4,Epic game with PVP battles,5,3.5,25,0,12,EN,1,1,206287872,206,Games, Action, Entertainment, Strategy,17/06/2019,30/11/2019,6
884150792,Battle Ages,2,Build your Civilization,3,4,342,0,9,EN- FR- DE- IT- PT- ES,6,1,276049920,276,Games, Entertainment, Strategy, Simulation,10/07/2018,30/11/2019,17
886556499,Petagon Rise of the Dragonlord,5,,0,3.5,14,0,9,EN- ZH,2,1,271295488,271,Games, Role Playing, Entertainment, Strategy,28/08/2017,30/11/2019,27
889869710,Wall Street Online,3,,0,3,9,0,4,EN,1,1,10908672,11,Games, Finance, Simulation, Strategy,13/05/2016,30/11/2019,43
893218518,Metro 2033 Wars,3,SinglePlayer is NOT dead,4,4,56,0,17,EN,1,1,433802240,434,Games, Role Playing, Strategy, Entertainment,21/03/2019,30/11/2019,8
893944381,Monstersmash,1,,0,0,0,0,9,CS- NL- EN- FR- DE- IT- JA- KO- PL- PT- RU- ZH- ES- SV- ZH- TR,16,1,49473536,49,Games, Entertainment, Strategy, Role Playing,10/09/2016,30/11/2019,39
895462868,Dino Bash  Defend & Fight,5,A Jurassic Battle for Survival,5,5,2428,0,9,EN,1,1,230885376,231,Games, Action, Strategy,NA,31/10/2018,30/11/2019,13
895686246,Bubble Crush  Highly Addictive Game,5,,0,0,0,0,4,EN,1,1,66023424,66,Games, Puzzle, Entertainment, Strategy,22/04/2016,30/11/2019,44
896495338,Perfect Path,2,,0,0,0,0,4,EN- FR- DE- IT- RU- ES,6,1,27265024,27,Games, Puzzle, Strategy,NA,04/02/2016,30/11/2019,47
903821820,Pocket TowerSkyscraper Tycoon,3,Build Your Own Tiny Megapolis,5,4.5,920,0,4,EN- RU,2,1,141263872,141,Games, Simulation, Strategy, Social Networking,19/07/2019,30/11/2019,4
904273294,Gopher It,2,,0,0,0,0,4,EN- ZH,2,1,19916800,20,Games, Strategy, Board,NA,05/12/2017,30/11/2019,24
908194915,Clash of Seas,3,Global service,2,0,0,0,9,EN,1,1,383428608,383,Games, Strategy, Action, Entertainment,31/07/2019,30/11/2019,4
910131008,Predictor For Premier League,4,,0,0,0,0,4,EN,1,1,23476224,23,Games, Sports, Strategy, Sports,03/09/2016,30/11/2019,39
910874573,Armada Commander Space Battle,4,Lead to liberate Omegus galaxy,5,4.5,30,0,12,EN,1,1,196235264,196,Games, Strategy, Action,NA,09/01/2019,30/11/2019,11
911027021,SUPER  Super Defenders,3,,0,0,0,0,4,EN,1,1,435403776,435,Games, Strategy,NA,NA,29/03/2017,30/11/2019,33
911800950,Dawn of Titans,3,Epic war strategy game,4,4.5,48842,0,9,AR- BN- BG- CA- ZH- HR- CS- DA- NL- EN- FI- FR- DE- EL- GU- HE- HI- HU- ID- IT- JA- KN- KO- LV- MS- ML- MR- NB- FA- PL- PT- PA- RO- RU- ZH- SK- SL- ES- SV- TA- TE- TH- ZH- TR- UK- VI,46,1,1413419008,1413,Games, Entertainment, Action, Strategy,24/07/2019,30/11/2019,4
912322070,Rage War Time Battles,4,,0,0,0,0,4,EN,1,1,176182272,176,Games, Action, Strategy,NA,06/06/2018,30/11/2019,18
912426273,Aces Gin Rummy,3,,0,4,109,0,4,EN,1,1,117941248,118,Games, Card, Strategy,NA,21/01/2019,30/11/2019,10
912843351,Dark Holes,2,,0,0,0,0,4,EN,1,1,37465088,37,Games, Entertainment, Strategy, Action,16/01/2017,30/11/2019,35
913465749,Snow Mountain Jump,3,,0,0,0,0,4,AR- CA- CS- DA- NL- EN- FI- FR- DE- EL- HE- HU- ID- IT- JA- KO- MS- NB- PL- PT- RO- RU- ZH- SK- ES- SV- TH- ZH- TR- VI,30,1,10402816,10,Games, Puzzle, Strategy,NA,01/01/2016,30/11/2019,48
913480649,Spaceman Asteroid Explorer,3,,0,0,0,0,4,AR- CA- CS- DA- NL- EN- FI- FR- DE- EL- HE- HU- ID- IT- JA- KO- MS- NB- PL- PT- RO- RU- ZH- SK- ES- SV- TH- ZH- TR- VI,30,1,8948736,9,Games, Casual, Strategy,NA,01/01/2016,30/11/2019,48
914343148,Bit City,2,,0,4.5,8532,0,12,EN,1,1,270158848,270,Games, Strategy, Simulation,NA,09/08/2018,30/11/2019,16
914537554,Coiny Block,2,Retro Arcade Clicker,3,4,8,0,4,EN,1,1,70080512,70,Games, Strategy, Entertainment, Casual,18/09/2018,30/11/2019,15
916190049,Turmoil,1,,0,4.5,153,5.99,4,EN,1,1,91333632,91,Games, Strategy, Simulation,NA,01/03/2017,30/11/2019,33
916684824,Lords of Discord Fantasy TBS,5,3D strategy with magic and pvp,6,3.5,54,0,12,EN- FR- DE- IT- PL- PT- RU- ES,8,1,421637120,422,Games, Strategy, Entertainment, Role Playing,12/12/2018,30/11/2019,12
916794270,Predictor for European Soccer Championship,5,,0,0,0,0,12,EN,1,1,16521216,17,Games, Sports, Sports, Strategy,03/06/2016,30/11/2019,43
919626983,7 & 17  Dice Block Puzzle,6,Tetris like match & clear,5,0,0,0,4,EN- FR,2,1,28582912,29,Games, Education, Puzzle, Strategy,03/04/2019,30/11/2019,8
920814354,Super Thief 2,3,,0,0,0,0,4,CS- DA- NL- EN- FI- FR- DE- EL- HE- ID- IT- JA- KO- MS- NB- PL- PT- RU- ZH- ES- SV- TH- ZH- TR- VI,25,1,61403136,61,Games, Strategy, Puzzle,NA,20/05/2018,30/11/2019,19
925881584,Magic Master,2,,0,0,0,0,12,EN- PT- ES,3,1,89690112,90,Games, Strategy, Entertainment, Action,22/01/2018,30/11/2019,23
930064323,Stellar Age MMO Strategy,4,Space battles Epic fleet wars,5,4,661,0,12,EN,1,1,332187648,332,Games, Simulation, Strategy,NA,19/07/2019,30/11/2019,4
931425260,Five in a Row,4,,0,0,0,0,4,EN,1,1,18501632,19,Games, Board, Strategy,NA,23/06/2016,30/11/2019,42
932256997,Monster Avengers,2,,0,0,0,0.99,9,EN,1,1,78606336,79,Games, Role Playing, Strategy,NA,23/10/2016,30/11/2019,38
932500451,DC Legends Battle for Justice,5,Power Up The Flash and Batman,6,4.5,25757,0,9,EN- FR- DE- IT- JA- KO- PT- RU- ZH- ES,10,1,378431488,378,Games, Strategy, Role Playing, Entertainment,22/07/2019,30/11/2019,4
933115211,Alerte Cyclone,2,,0,0,0,0,4,EN,1,1,27959296,28,Games, Strategy, Casual,NA,16/03/2016,30/11/2019,45
934012726,Six Ages Ride Like the Wind,6,Mythic storydriven strategy,3,5,495,9.99,12,EN,1,1,766313472,766,Games, Role Playing, Strategy, Entertainment,02/11/2018,30/11/2019,13
934189267,Shape Break,2,,0,0,0,0,4,EN,1,1,40538112,41,Games, Entertainment, Strategy, Casual,19/07/2016,30/11/2019,41
935248296,Heroes of Normandie,3,,0,3.5,70,14.99,12,EN,1,1,1508410368,1508,Games, Strategy, Board,NA,20/03/2019,30/11/2019,9
936478252,Cloud Wars Sunny Day,4,,0,3,8,0,4,EN,1,1,31095808,31,Games, Strategy, Action,NA,16/11/2016,30/11/2019,37
939529493,Defenders 2 Tower Defense CCG,5,Build- upgrade- defend,3,4,1141,0,12,AR- ZH- EN- FR- DE- IT- PL- PT- RU- ES- TR,11,1,819206144,819,Games, Strategy, Entertainment, Card,11/07/2019,30/11/2019,5
942067926,WWII Dogfight,2,Airplanes of WWII in the sky,6,0,0,0.99,9,EN- DE,2,1,77906944,78,Games, Strategy, Entertainment, Board,15/02/2018,30/11/2019,22
942293005,Epic Little War Game,4,,0,4,91,4.99,12,EN,1,1,126474240,126,Games, Strategy, Entertainment, Action,23/06/2017,30/11/2019,30
942766453,Twilight Struggle,2,,0,3.5,208,6.99,12,EN,1,1,317893632,318,Games, Board, Strategy,NA,01/10/2018,30/11/2019,14
943092940,Catanous  Catan Generator,3,Catan Board Generator,3,4.5,11,0,4,EN,1,1,25435136,25,Games, Strategy, Board, Utilities,09/07/2018,30/11/2019,17
945005206,Kingdom Chronicles 2 HD,4,,0,4.5,262,0,4,EN- FR- DE- RU,4,1,243174400,243,Games, Adventure, Strategy, Entertainment,05/05/2016,30/11/2019,43
945012229,Kingdom Chronicles 2,3,,0,4,27,0,4,EN- FR- DE- RU,4,1,268368896,268,Games, Entertainment, Adventure, Strategy,14/02/2019,30/11/2019,10
945012729,Kingdom Chronicles 2 HD (Full),5,,0,3.5,24,4.99,4,EN- FR- DE- RU,4,1,243174400,243,Games, Strategy, Adventure, Entertainment,05/05/2016,30/11/2019,43
945019077,Kingdom Chronicles 2 (Full),4,,0,3.5,11,2.99,4,EN- FR- DE- RU,4,1,243178496,243,Games, Adventure, Strategy, Entertainment,05/05/2016,30/11/2019,43
946617420,TD by Tower Defense World,5,,0,3.5,10,0,9,EN,1,1,499049472,499,Games, Strategy, Family,NA,28/04/2016,30/11/2019,44
947375898,QutieLife,1,,0,3,115,0,9,EN,1,1,136431616,136,Games, Simulation, Strategy, Social Networking,21/10/2018,30/11/2019,14
948147610,Blue Ocean Tycoon,3,,0,4.5,25,0,12,EN,1,1,100255744,100,Games, Simulation, Strategy,NA,06/12/2016,30/11/2019,36
949198480,Underground Escape,2,,0,0,0,0,4,EN,1,1,41628672,42,Games, Entertainment, Strategy, Adventure,08/02/2016,30/11/2019,46
949737722,Hunny Do Game,3,,0,0,0,0,4,EN,1,1,24849408,25,Games, Productivity, Strategy, Family,10/02/2019,30/11/2019,10
950601495,Steampumpkins Catapult Action,3,Artillery Steampunk Shooter,3,4.5,5,0,9,ZH- EN- FR- DE- JA- KO- PT- RU- ES- TR,10,1,186421248,186,Games, Entertainment, Action, Strategy,26/03/2018,30/11/2019,20
953833354,Puzzle Capsule Old Style Unusual Brain Teaser Game,8,,0,0,0,0,4,EN,1,1,32031744,32,Games, Entertainment, Puzzle, Strategy,28/03/2016,30/11/2019,45
953907211,Obliteracy,1,Unique- futuristic word game,4,5,16,0,9,EN,1,1,130736128,131,Games, Word, Strategy,NA,19/09/2018,30/11/2019,15
953936584,Tower Knights,2,Defend & Save the Princess,5,4,356,0,4,ZH- EN- FR- DE- IT- JA- KO- PT- RU- ES- TR,11,1,322383872,322,Games, Action, Entertainment, Strategy,09/08/2018,30/11/2019,16
954952790,Epic Warsong,2,,0,0,0,0,9,EN,1,1,153835520,154,Games, Role Playing, Strategy,NA,09/01/2017,30/11/2019,35
954956237,Epic Warsong HD,3,,0,0,0,0,9,EN,1,1,212316160,212,Games, Role Playing, Strategy,NA,09/01/2017,30/11/2019,35
955050656,Dangerous sky,2,,0,0,0,0,4,EN,1,1,3964928,4,Games, Strategy, Action,NA,17/12/2016,30/11/2019,36
955050855,LOL 2048,2,,0,0,0,0,4,EN,1,1,4255744,4,Games, Strategy, Family,NA,17/12/2016,30/11/2019,36
955061847,Cash Money Makers Tycoon,4,,0,0,0,0,4,EN,1,1,45149184,45,Games, Strategy, Action,NA,20/01/2016,30/11/2019,47
955086687,TetraSlide,1,,0,0,0,0.99,4,EN,1,1,64133120,64,Games, Puzzle, Strategy,NA,08/05/2017,30/11/2019,31
955376012,Undead Dread,2,,0,0,0,0,12,EN,1,1,14059520,14,Games, Action, Entertainment, Strategy,01/02/2016,30/11/2019,47
956621095,Tharsis,1,Scifi Survival Dice Game,4,0,0,7.99,17,EN,1,1,434000896,434,Games, Board, Strategy, Entertainment,28/06/2019,30/11/2019,5
956649108,CombMaster,1,,0,0,0,0,9,EN,1,1,113536000,114,Games, Strategy, Board,NA,14/06/2016,30/11/2019,42
956736147,MaskGun Multiplayer FPS,3,Online Mobile  PVP Shooter,4,4.5,788,0,12,EN,1,1,357617664,358,Games, Strategy, Action, Sports,31/05/2019,30/11/2019,6
957093481,Radox,1,,0,0,0,0.99,4,EN,1,1,24829952,25,Games, Casual, Strategy,NA,19/04/2017,30/11/2019,32
957209934,Nonogram Madness  Japanese Logic Puzzles,5,,0,3.5,6,0,4,EN,1,1,3030016,3,Games, Puzzle, Strategy,NA,29/04/2016,30/11/2019,44
958371282,Light Vs Dark,3,The classic disc flipping game,5,0,0,0.99,4,EN,1,1,21783552,22,Games, Strategy, Entertainment, Board,15/07/2019,30/11/2019,5
958674218,Lunar Battle,2,Unique Base Builder SpaceSim,4,4.5,2226,0,12,EN,1,1,108902400,109,Games, Simulation, Strategy,NA,04/02/2019,30/11/2019,10
959226357,Youth Zombies,2,,0,0,0,0,9,EN- JA- ZH- ES- ZH,5,1,128924672,129,Games, Entertainment, Strategy, Puzzle,31/08/2016,30/11/2019,40
959304349,Tiny Guardians Raid  Age Of Epic Dungeon Battle,8,,0,0,0,0,9,EN,1,1,85213184,85,Games, Role Playing, Strategy, Entertainment,09/01/2017,30/11/2019,35
960842536,Chessimo 20,2,Improve Your Chess,3,2,10,0,4,EN,1,1,156101632,156,Games, Board, Strategy, Education,07/06/2019,30/11/2019,6
960904263,Food Shop  Cook delicious and tasty foods,7,,0,0,0,0,4,EN- FR- DE- ID- IT- JA- KO- LT- MS- PT- RU- ZH- ES,13,1,114184192,114,Games, Family, Strategy,NA,23/03/2016,30/11/2019,45
960914175,Feed that thing  in all the tiles,7,,0,0,0,0,4,EN,1,1,4452352,4,Games, Puzzle, Strategy,NA,17/12/2016,30/11/2019,36
961662290,Lords & Castles  Epic Empires,5,Top Battle Simulator War Games,5,4,634,0,12,EN- FR- DE- IT- JA- KO- PT- RU- ZH- ES- ZH,11,1,387187712,387,Games, Strategy, Simulation,NA,13/06/2018,30/11/2019,18
961994680,Carrier Battles 4 Guadalcanal,4,Hexandcounter wargarme,2,4.5,89,6.99,9,EN- FR- ZH,3,1,85874688,86,Games, Simulation, Strategy, Education,11/07/2019,30/11/2019,5
962190050,Jamaican Style Dominoes,3,,0,4,20,0,4,EN,1,1,298863616,299,Games, Entertainment, Strategy, Board,29/07/2018,30/11/2019,16
962285267,Clash of Diamonds Match 3,5,Puzzle adventure with gems,4,4.5,361,0,4,EN,1,1,247533568,248,Games, Strategy, Puzzle,NA,31/08/2018,30/11/2019,15
962751764,Three cards Clear,3,,0,0,0,0,4,EN,1,1,4747264,5,Games, Puzzle, Strategy,NA,17/12/2016,30/11/2019,36
962969544,War of Omens Deck Builder CCG,6,Epic Collectible Card Game,4,4.5,218,0,12,CS- DA- NL- EN- FI- FR- DE- EL- HE- ID- IT- JA- KO- MS- NB- PL- PT- RU- ZH- ES- SV- TH- ZH- TR- VI,25,1,203112448,203,Games, Card, Strategy,NA,23/07/2019,30/11/2019,4
963129055,Tank War  Scorched World,4,,0,0,0,0,9,EN,1,1,133863424,134,Games, Casual, Strategy, Entertainment,28/02/2017,30/11/2019,34
963559287,Beach Mahjong,2,,0,0,0,0,4,EN,1,1,9981952,10,Games, Puzzle, Strategy,NA,17/12/2016,30/11/2019,36
963559445,Cannons and Soldiers,3,,0,0,0,0,4,EN,1,1,6737920,7,Games, Strategy, Action,NA,17/12/2016,30/11/2019,36
963580420,Pop Bubble Clear,3,,0,0,0,0,4,EN,1,1,5246976,5,Games, Strategy, Action,NA,17/12/2016,30/11/2019,36
963625098,Bubble fever clear,3,,0,0,0,0,4,EN,1,1,13430784,13,Games, Family, Strategy,NA,17/12/2016,30/11/2019,36
964435270,Magic Heroes RPG PvP quests,5,,0,4.5,208,0,9,DA- EN- FR- DE- ID- IT- NB- PL- PT- RU- ES- SV- TR- UK,14,1,206144512,206,Games, Role Playing, Strategy, Entertainment,03/11/2016,30/11/2019,37
964492967,Cucumber Fields,2,Its about land and gold,5,0,0,0.99,4,EN,1,1,22419456,22,Games, Strategy, Sports,NA,24/12/2018,30/11/2019,11
965063325,2048 match,2,,0,0,0,0,4,EN,1,1,3715072,4,Games, Puzzle, Strategy,NA,17/12/2016,30/11/2019,36
965770143,Space flight control,3,,0,0,0,0,4,EN,1,1,7421952,7,Games, Strategy, Simulation,NA,17/12/2016,30/11/2019,36
965770986,Airport plane control,3,,0,2,5,0,4,EN,1,1,4849664,5,Games, Strategy, Action,NA,17/12/2016,30/11/2019,36
965771559,Snack time  gather all acorns,5,,0,0,0,0,4,EN,1,1,6123520,6,Games, Puzzle, Strategy,NA,17/12/2016,30/11/2019,36
965771566,Yummy taco gaucho,3,,0,0,0,0,4,EN,1,1,8253440,8,Games, Strategy, Simulation,NA,17/12/2016,30/11/2019,36
965771582,Space party  clear the blocks,5,,0,0,0,0,4,EN,1,1,5820416,6,Games, Strategy, Action,NA,16/12/2016,30/11/2019,36
965771980,Bomb bot inc,3,,0,0,0,0,4,EN,1,1,10657792,11,Games, Strategy, Action,NA,17/12/2016,30/11/2019,36
966245474,Through the Ages,3,Legendary Tabletop Strategy,3,5,3032,9.99,12,EN,1,1,141586432,142,Games, Strategy, Board,NA,04/02/2019,30/11/2019,10
966581181,Accordion Solitaire & Variants,4,Classic card elimination game,4,0,0,0,4,EN,1,1,20452352,20,Games, Entertainment, Strategy, Card,21/09/2017,30/11/2019,27
966604742,Miss Milligan,2,A classic solitaire game,4,0,0,0,4,EN,1,1,21947392,22,Games, Card, Entertainment, Strategy,02/02/2019,30/11/2019,10
967618164,Goblin Harvest  The Mighty Quest,5,,0,0,0,0.99,12,EN,1,1,304736256,305,Games, Strategy, Adventure,NA,31/05/2017,30/11/2019,30
968451126,Heroes Guard The Journal,4,,0,4.5,12,3.99,9,EN,1,1,97979392,98,Games, Role Playing, Strategy, Books,24/07/2016,30/11/2019,41
